"profile_label","time_set","NSE","day_type","mean_hours","se_hours"
"Profile_6","t_tcnr",2,"Día de semana",0.726643409234258,0.18656301130124
"Profile_6","t_tcnr",3,"Día de semana",0.413907787898446,0.0892641718847536
"Profile_6","t_tcnr",1,"Día de fin de semana",0.25,0
"Profile_6","t_tcnr",2,"Día de fin de semana",1.10022370026077,0.250772113871302
"Profile_6","t_tcnr",3,"Día de fin de semana",0.359059231815152,0.141829853671324
"Profile_6","t_tdnr",1,"Día de semana",2.97465205767842,0.282253052365843
"Profile_6","t_tdnr",2,"Día de semana",3.04943533517191,0.254195558048293
"Profile_6","t_tdnr",3,"Día de semana",2.95266294856793,0.341235157666502
"Profile_6","t_tdnr",1,"Día de fin de semana",2.80736735844286,0.315470020979797
"Profile_6","t_tdnr",2,"Día de fin de semana",2.75819272048266,0.33447578721529
"Profile_6","t_tdnr",3,"Día de fin de semana",2.77284255404351,0.363098322715329
"Profile_6","t_tnr",1,"Día de semana",3.3931948512355,0.351967468559614
"Profile_6","t_tnr",2,"Día de semana",3.27292173676089,0.318664530318045
"Profile_6","t_tnr",3,"Día de semana",3.08443104716795,0.342826227224346
"Profile_6","t_tnr",1,"Día de fin de semana",3.21462690630221,0.452715042389218
"Profile_6","t_tnr",2,"Día de fin de semana",3.27097801835666,0.419788548964889
"Profile_6","t_tnr",3,"Día de fin de semana",3.14755057938277,0.400081317466709
"Profile_6","t_to",1,"Día de semana",8.12376644262211,0.63054343515245
"Profile_6","t_to",2,"Día de semana",8.54737799555422,0.334201570361156
"Profile_6","t_to",3,"Día de semana",8.66024438577714,0.326629097904347
"Profile_6","t_to",1,"Día de fin de semana",8.77809454690092,0.716197978455775
"Profile_6","t_to",2,"Día de fin de semana",7.72630562263658,0.70910476713167
"Profile_6","t_to",3,"Día de fin de semana",7.08909066876516,0.741342050248673
"Profile_6","t_tvaoh",1,"Día de semana",3.80978933426483,0.774409996395908
"Profile_6","t_tvaoh",2,"Día de semana",3.18008750117713,1.33718256354276
"Profile_6","t_tvaoh",3,"Día de semana",2.04648051304961,0.854597333400249
"Profile_6","t_tvaoh",1,"Día de fin de semana",3.31213014194652,1.29883270379463
"Profile_6","t_tvaoh",2,"Día de fin de semana",3.36714691522845,1.06705757696045
"Profile_6","t_tvaoh",3,"Día de fin de semana",2.85777492738282,1.08711427600388
